title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,release_year
Ender Lilies: Quietus of the Knights,XS,Action-Adventure,Binary Haze Interactive,Live Wire,,,,,,,2021-06-29,2021.0
Ender Lilies: Quietus of the Knights,XOne,Action-Adventure,Binary Haze Interactive,Live Wire,,,,,,,2021-06-29,2021.0
Even the Ocean,PC,Action-Adventure,Analgesic Productions,Analgesic Productions,,,,,,,2016-11-16,2016.0
Everwild,XOne,Action-Adventure,Xbox Game Studios,Rare Ltd.,,,,,,,2020-12-01,2020.0
Everwild,XS,Action-Adventure,Xbox Game Studios,Rare Ltd.,,,,,,,2020-12-01,2020.0
Everwild,PC,Action-Adventure,Xbox Game Studios,Rare Ltd.,,,,,,,2021-12-01,2021.0
Exit the Gungeon,PC,Action-Adventure,Devolver Digital,Dodge Roll,,,,,,,2020-03-17,2020.0
F.I.S.T.,PS4,Action-Adventure,Sony Computer Entertainment,TiGames,,,,,,,2020-12-01,2020.0
Falcon Age,PS4,Action-Adventure,Outerloop Games,Outerloop Games,,,,,,,2019-04-09,2019.0
Feudal Alloy,PC,Action-Adventure,Attu Games,Attu Games,,,,,,,2019-01-17,2019.0
Feudal Alloy,XOne,Action-Adventure,Attu Games,Attu Games,,,,,,,2019-05-15,2019.0
Feudal Alloy,PS4,Action-Adventure,Attu Games,Attu Games,,,,,,,2019-05-14,2019.0
Figment,PC,Action-Adventure,Bedtime Digital Games,Bedtime Digital Games,,,,,,,2017-09-22,2017.0
Figment,NS,Action-Adventure,Bedtime Digital Games,Bedtime Digital Games,,,,,,,2018-06-28,2018.0
Forgotton Anne,PS4,Action-Adventure,Square Enix,ThroughLine Games,,,,,,,2018-05-15,2018.0
Forspoken,PC,Action-Adventure,Square Enix,Luminous Productions,,,,,,,2022-05-24,2022.0
Forspoken,PS5,Action-Adventure,Square Enix,Luminous Productions,,,,,,,2022-05-24,2022.0
Gato Roboto,PC,Action-Adventure,Devolver Digital,Doinksoft,,,,,,,2019-05-30,2019.0
Gato Roboto,NS,Action-Adventure,Devolver Digital,Doinksoft,,,,,,,2019-05-30,2019.0
Genshin Impact,PC,Action-Adventure,miHoYo,miHoYo,,,,,,,2020-09-28,2020.0
Genshin Impact,PS4,Action-Adventure,miHoYo,miHoYo,,,,,,,2020-09-28,2020.0
Genshin Impact,NS,Action-Adventure,miHoYo,miHoYo,,,,,,,2020-12-01,2020.0
Genshin Impact,iOS,Action-Adventure,miHoYo,miHoYo,,,,,,,2020-12-01,2020.0
Ghost of Tsushima Director's Cut,PS4,Action-Adventure,Sony Interactive Entertainment,Sucker Punch Productions,,,,,,,2021-08-20,2021.0
Ghost of Tsushima Director's Cut,PS5,Action-Adventure,Sony Interactive Entertainment,Sucker Punch Productions,,,,,,,2021-08-20,2021.0
Ghostbusters: The Video Game Remastered,XOne,Action-Adventure,Saber Interactive,Mad Dog Games,,,,,,,2019-10-04,2019.0
Ghostbusters: The Video Game Remastered,PC,Action-Adventure,Saber Interactive,Mad Dog Games,,,,,,,2019-10-04,2019.0
Ghostbusters: The Video Game Remastered,NS,Action-Adventure,Saber Interactive,Mad Dog Games,,,,,,,2019-10-04,2019.0
Ghostbusters: The Video Game Remastered,PS4,Action-Adventure,Saber Interactive,Mad Dog Games,,,,,,,2019-10-04,2019.0
Ghostwire Tokyo,PS5,Action-Adventure,Bethesda Softworks,Tango Gameworks,,,,,,,2021-12-01,2021.0
Ghostwire Tokyo,PC,Action-Adventure,Bethesda Softworks,Tango Gameworks,,,,,,,2021-12-01,2021.0
Grand Theft Auto V,PS5,Action-Adventure,Rockstar Games,Rockstar Games,,,,,,,2021-12-01,2021.0
Grand Theft Auto V,XS,Action-Adventure,Rockstar Games,Rockstar Games,,,,,,,2021-12-01,2021.0
Grand Theft Auto: The Trilogy – The Definitive Edition,All,Action-Adventure,Rockstar Games,Grove Street Games,,,,,,,2021-11-11,2021.0
Grayland,PC,Action-Adventure,1DER Entertainment,1Der Entertainment,,,,,,,2020-01-15,2020.0
Grounded,PC,Action-Adventure,Xbox Game Studios,Obsidian Entertainment,,,,,,,2020-07-28,2020.0
Grounded,XOne,Action-Adventure,Xbox Game Studios,Obsidian Entertainment,,,,,,,2020-07-28,2020.0
Hades,PC,Action-Adventure,Supergiant Games,Supergiant Games,,,,,,,2020-12-01,2020.0
Hellblade: Senua's Sacrifice,NS,Action-Adventure,Ninja Theory,Ninja Theory,,,,,,,2019-04-11,2019.0
Hitman 2,PC,Action-Adventure,Warner Bros. Interactive Entertainment,IO Interactive,,,,,,,2018-11-13,2018.0
Hitman 3,PS4,Action-Adventure,IO Interactive,IO Interactive,,,,,,,2021-12-01,2021.0
Hitman 3,XOne,Action-Adventure,IO Interactive,IO Interactive,,,,,,,2021-12-01,2021.0
Hitman 3,XS,Action-Adventure,IO Interactive,IO Interactive,,,,,,,2021-12-01,2021.0
Hitman 3,PC,Action-Adventure,IO Interactive,IO Interactive,,,,,,,2021-12-01,2021.0
Hollow Knight,PS4,Action-Adventure,Team Cherry,Team Cherry,,,,,,,2018-09-25,2018.0
Hollow Knight: Silksong,PC,Action-Adventure,Team Cherry,Team Cherry,,,,,,,2020-12-01,2020.0
Hollow Knight: Silksong,NS,Action-Adventure,Team Cherry,Team Cherry,,,,,,,2020-12-01,2020.0
Horizon: Forbidden West,PS4,Action-Adventure,Sony Interactive Entertainment,Guerrilla Games,,,,,,,2022-02-18,2022.0
Horizon: Forbidden West,PS5,Action-Adventure,Sony Interactive Entertainment,Guerrilla Games,,,,,,,2022-02-18,2022.0
Iconoclasts,PS4,Action-Adventure,Bifrost Entertainment,Joakim Sandberg,,,,,,,2018-01-23,2018.0
Iconoclasts,PSV,Action-Adventure,Bifrost Entertainment,Joakim Sandberg,,,,,,,2018-01-23,2018.0
Iconoclasts,PC,Action-Adventure,Bifrost Entertainment,Joakim Sandberg,9.5,,,,,,2018-01-23,2018.0
Immortals Fenyx Rising,PS5,Action-Adventure,Ubisoft,Ubisoft,,,,,,,2020-12-03,2020.0
Immortals Fenyx Rising,XS,Action-Adventure,Ubisoft,Ubisoft,,,,,,,2020-12-03,2020.0
In Nightmare,PS4,Action-Adventure,Sony Computer Entertainment,Magicfish Studio,,,,,,,2020-12-01,2020.0
Infernax,NS,Action-Adventure,The Arcade Crew,Berzerk Studio,,,,,,,2022-02-14,2022.0
Infinite: Beyond The Mind,NS,Action-Adventure,Blowfish Studios,Emilie COYO,,,,,,,2020-05-07,2020.0
Infinite: Beyond The Mind,PC,Action-Adventure,Blowfish Studios,Emilie COYO,,,,,,,2020-05-07,2020.0
Infinite: Beyond The Mind,PS4,Action-Adventure,Blowfish Studios,Emilie COYO,,,,,,,2020-05-07,2020.0
Infinite: Beyond The Mind,XOne,Action-Adventure,Blowfish Studios,Emilie COYO,,,,,,,2020-05-07,2020.0
Invizimals: Battle of the Hunters,iOS,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2016-01-22,2016.0
Invizimals: Battle of the Hunters,And,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2016-01-22,2016.0
Invizimals™ Hidden Challenges,iOS,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2013-07-31,2013.0
Invizimals™ Hidden Challenges,And,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2013-07-31,2013.0
Invizimals™: Revolution,iOS,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2015-10-30,2015.0
Invizimals™: Revolution,And,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2015-10-30,2015.0
Invizimals™: TV Tracker,And,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2013-12-06,2013.0
Invizimals™: TV Tracker,iOS,Action-Adventure,Sony Computer Entertainment,Sony Computer Entertainment,,,,,,,2013-12-06,2013.0
Ittle Dew 2,PC,Action-Adventure,Nicalis,Ludosity Interactive,,,,,,,2016-11-15,2016.0
Ittle Dew 2,XOne,Action-Adventure,Nicalis,Ludosity Interactive,,,,,,,2016-11-15,2016.0
Ittle Dew 2,PS4,Action-Adventure,Nicalis,Ludosity Interactive,,,,,,,2016-11-15,2016.0
Just Cause 4,PC,Action-Adventure,Square Enix,Avalanche Studios,,,,,,,2018-12-04,2018.0
Kena: Bridge of Spirits,PS5,Action-Adventure,Ember Lab,Ember Lab,,,,,,,2021-12-01,2021.0
Kena: Bridge of Spirits,PC,Action-Adventure,Ember Lab,Ember Lab,,,,,,,2021-12-01,2021.0
Kena: Bridge of Spirits,PS4,Action-Adventure,Ember Lab,Ember Lab,,,,,,,2021-09-21,2021.0
Kings of Lorn: The Fall of Ebris,PS4,Action-Adventure,TeamKill Media,TeamKill Media,,,,,,,2019-09-09,2019.0
Kings of Lorn: The Fall of Ebris,XOne,Action-Adventure,TeamKill Media,TeamKill Media,,,,,,,2019-09-09,2019.0
Kings of Lorn: The Fall of Ebris,PC,Action-Adventure,TeamKill Media,TeamKill Media,,,,,,,2019-09-09,2019.0
Knights and Bikes,NS,Action-Adventure,Double Fine Presents,Foam Sword,,,,,,,2020-02-06,2020.0
Knights and Bikes,PC,Action-Adventure,Double Fine Presents,Foam Sword,,,,,,,2019-08-27,2019.0
Knights and Bikes,PS4,Action-Adventure,Double Fine Presents,Foam Sword,,,,,,,2019-08-27,2019.0
Kunai,NS,Action-Adventure,The Arcade Crew,TurtleBlaze,,,,,,,2020-02-06,2020.0
Kunai,PC,Action-Adventure,The Arcade Crew,TurtleBlaze,,,,,,,2020-02-06,2020.0
LEGO Batman 2: DC Super Heroes,OSX,Action-Adventure,Feral Interactive,Traveller's Tales,,,,,,,2012-09-06,2012.0
LEGO Batman 2: DC Super Heroes,And,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,2012-06-19,2012.0
LEGO Batman 2: DC Super Heroes,iOS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,2012-06-19,2012.0
Lego Jurassic World,NS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,2019-09-17,2019.0
LEGO Star Wars: The Skywalker Saga,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,2021-10-20,2021.0
LEGO Star Wars: The Skywalker Saga,NS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,2021-10-20,2021.0
LEGO Star Wars: The Skywalker Saga,PC,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,2021-10-20,2021.0
LEGO Star Wars: The Skywalker Saga,XOne,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,,,,,,2021-10-20,2021.0
Mafia: Definitive Edition,PC,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25,2020.0
Mafia: Trilogy,PS4,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25,2020.0
Mafia: Trilogy,XOne,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25,2020.0
Mafia: Trilogy,PC,Action-Adventure,2K Games,Hangar 13,,,,,,,2020-09-25,2020.0
Mages of Mystralia,NS,Action-Adventure,Borealys Games,Borealys Games,,,,,,,2019-01-29,2019.0
Maneater,PS4,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-05-22,2020.0
Maneater,PC,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-05-22,2020.0
Maneater,XOne,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-05-22,2020.0
Maneater,NS,Action-Adventure,Tripwire Interactive,Tripwire Interactive,,,,,,,2020-12-22,2020.0
Marvel's Guardians of the Galaxy,PC,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26,2021.0
Marvel's Guardians of the Galaxy,XS,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26,2021.0
Marvel's Guardians of the Galaxy,XOne,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26,2021.0
Marvel's Guardians of the Galaxy,NS,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26,2021.0
Marvel's Guardians of the Galaxy,PS5,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26,2021.0
Marvel's Guardians of the Galaxy,PS4,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2021-10-26,2021.0
Marvel's Spider-Man: Miles Morales,PS4,Action-Adventure,Sony Interactive Entertainment,Insomniac Games,,,,,,,2020-11-12,2020.0
Marvel’s Spider-Man: Miles Morales,PS5,Action-Adventure,Sony Interactive Entertainment,Insomniac Games,,,,,,,2020-11-12,2020.0
MediEvil (2019),PS4,Action-Adventure,Sony Interactive Entertainment,Other Ocean Interactive,,,,,,,2019-10-25,2019.0
Metal Gear Solid 2: Sons of Liberty HD Edition,PSV,Action-Adventure,Konami Digital Entertainment,Armature Studio,,,,,,,2012-08-21,2012.0
MicroMan,NS,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01,2021.0
MicroMan,PS5,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01,2021.0
MicroMan,XS,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01,2021.0
MicroMan,PC,Action-Adventure,Glob Games Studio,Glob Games Studio,,,,,,,2021-12-01,2021.0
Minecraft: Dungeons,XOne,Action-Adventure,Microsoft Game Studios,Mojang,,,,,,,2020-05-26,2020.0
Minecraft: Dungeons,PC,Action-Adventure,Microsoft Studios,Mojang,,,,,,,2020-05-26,2020.0
Minecraft: Dungeons,NS,Action-Adventure,Microsoft Game Studios,Mojang AB,,,,,,,2020-05-26,2020.0
Minecraft: Dungeons,PS4,Action-Adventure,Microsoft Game Studios,Mojang AB,,,,,,,2020-05-26,2020.0
Monkey King: Hero is Back,PS4,Action-Adventure,THQ Nordic,HexaDrive,,,,,,,2019-10-17,2019.0
Monster Hunter Rise,PC,Action-Adventure,Capcom,Capcom,,,,,,,2022-01-12,2022.0
Monster Hunter Stories 2: Wings of Ruin,NS,Action-Adventure,Capcom,Capcom,,,,,,,2021-07-09,2021.0
Monster Sanctuary,PC,Action-Adventure,Team 17,Moi Rai Games,,,,,,,2019-08-28,2019.0
Monstrum,PC,Action-Adventure,Team Junkfish,Team Junkfish,,,,,,,2015-05-20,2015.0
Monstrum,NS,Action-Adventure,Soedesco,Team Junkfish,,,,,,,2020-05-22,2020.0
Monstrum,XOne,Action-Adventure,Soedesco,Team Junkfish,,,,,,,2019-02-26,2019.0
Monstrum,PS4,Action-Adventure,Soedesco,Team Junkfish,,,,,,,2019-02-26,2019.0
Mulaka,NS,Action-Adventure,Lienzo,Lienzo,,,,,,,2018-03-01,2018.0
Neon City Riders,PS4,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01,2020.0
Neon City Riders,XOne,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01,2020.0
Neon City Riders,NS,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01,2020.0
Neon City Riders,PC,Action-Adventure,Bromio,Mecha Studios,,,,,,,2020-12-01,2020.0
Observer: System Redux,PS4,Action-Adventure,Bloober Team,Bloober Team,,,,,,,2020-11-11,2020.0
Oceanhorn: Monster of Uncharted Seas,OSX,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2016-05-19,2016.0
Oceanhorn: Monster of Uncharted Seas,PSV,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2017-05-17,2017.0
Oceanhorn: Monster of Uncharted Seas,NS,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2017-06-22,2017.0
Oceanhorn: Monster of Uncharted Seas,And,Action-Adventure,FDG Entertainment,Cornfox & Brothers,,,,,,,2016-12-15,2016.0
Odallus: The Dark Call,NS,Action-Adventure,Digerati,JoyMasher,,,,,,,2019-02-08,2019.0
Onimusha: Warlords,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-15,2019.0
Onimusha: Warlords,PC,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-15,2019.0
Oninaki,PC,Action-Adventure,Square Enix,Tokyo RPG Factory,,,,,,,2019-08-22,2019.0
Oninaki,PS4,Action-Adventure,Square Enix,Tokyo RPG Factory,,,,,,,2019-08-22,2019.0
Oninaki,NS,Action-Adventure,Square Enix,Tokyo RPG Factory,,,,,,,2019-08-22,2019.0
Ori and the Will of the Wisps,XS,Action-Adventure,Xbox Game Studios,Moon Studios,,,,,,,2020-12-01,2020.0
Ori and the Will of the Wisps,PC,Action-Adventure,Xbox Game Studios,Moon Studios,,,,,,,2020-03-11,2020.0
Ori and the Will of the Wisps,XOne,Action-Adventure,Xbox Game Studios,Moon Studios,,,,,,,2020-03-11,2020.0
Overkill's The Walking Dead,PS4,Action-Adventure,505 Games,Overkill Software,,,,,,,2019-02-06,2019.0
Overkill's The Walking Dead,XOne,Action-Adventure,505 Games,Overkill Software,,,,,,,2019-02-06,2019.0
Override: Mech City Brawl,PC,Action-Adventure,Modus Games,The Balance Inc,,,,,,,2018-12-04,2018.0
Pragmata,PC,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01,2021.0
Pragmata,PS5,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01,2021.0
Pragmata,XS,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01,2021.0
Princess Peach: Showtime!,NS,Action-Adventure,Nintendo,Nintendo,,,,,,,2023-03-22,2023.0
Project Resistance,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2020-12-01,2020.0
Project Resistance,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2020-12-01,2020.0
Project Resistance,PC,Action-Adventure,Capcom,Capcom,,,,,,,2020-12-01,2020.0
Pumpkin Jack,NS,Action-Adventure,Headup Games,Headup Games,,,,,,,2020-10-23,2020.0
Quantum Error,PS4,Action-Adventure,TeamKill Media,TeamKill Media,,,,,,,2021-12-01,2021.0
Quantum Error,PS5,Action-Adventure,TeamKill Media,TeamKill Media,,,,,,,2021-12-01,2021.0
RAD,PC,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20,2019.0
RAD,XOne,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20,2019.0
RAD,NS,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20,2019.0
RAD,PS4,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,,,,,,,2019-08-20,2019.0
Ratchet & Clank: Rift Apart,PC,Action-Adventure,PlayStation PC,Insomniac Games,,,,,,,2023-07-26,2023.0
Rebel Galaxy Outlaw,PC,Action-Adventure,Double Damage Games,Double Damage Games,,,,,,,2019-08-13,2019.0
ReCore: Definitive Edition,PC,Action-Adventure,Microsoft Studios,Armature Studio,,,,,,,2018-09-14,2018.0
ReCore: Definitive Edition,XOne,Action-Adventure,Microsoft Studios,Armature Studio,,,,,,,2017-08-29,2017.0
Red Dead Redemption 2,PC,Action-Adventure,Rockstar Games,Rockstar Games,,,,,,,2019-11-05,2019.0
Regina & Mac,WiiU,Action-Adventure,Diplodocus Games,Diplodocus Games,,,,,,,2020-01-16,2020.0
Remothered: Tormented Fathers,NS,Action-Adventure,Soedesco,Stormind Games,,,,,,,2019-09-06,2019.0
Resident Evil,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21,2019.0
Resident Evil,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2015-01-20,2015.0
Resident Evil,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2015-01-20,2015.0
Resident Evil 2,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-25,2019.0
Resident Evil 2,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-25,2019.0
Resident Evil 2,PC,Action-Adventure,Capcom,Capcom,,,,,,,2019-01-25,2019.0
Resident Evil 3,PC,Action-Adventure,Capcom,Capcom,,,,,,,2020-04-03,2020.0
Resident Evil 3,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2020-04-03,2020.0
Resident Evil 3,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2020-04-03,2020.0
Resident Evil 4,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21,2019.0
Resident Evil 4 (2023),PS4,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24,2023.0
Resident Evil 4 (2023),PC,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24,2023.0
Resident Evil 4 (2023),PS5,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24,2023.0
Resident Evil 4 (2023),XS,Action-Adventure,Capcom,Capcom,,,,,,,2023-03-24,2023.0
Resident Evil 8: Village,PS5,Action-Adventure,Capcom,Capcom,,,,,,,2021-05-07,2021.0
Resident Evil 8: Village,PC,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01,2021.0
Resident Evil 8: Village,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2021-05-07,2021.0
Resident Evil 8: Village,XS,Action-Adventure,Capcom,Capcom,,,,,,,2021-12-01,2021.0
Resident Evil Zero,XOne,Action-Adventure,Capcom,Capcom,,,,,,,2016-01-19,2016.0
Resident Evil Zero,PS4,Action-Adventure,Capcom,Capcom,,,,,,,2016-01-19,2016.0
Resident Evil Zero,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21,2019.0
Resident Evil: Origins Collection,NS,Action-Adventure,Capcom,Capcom,,,,,,,2019-05-21,2019.0
Return,NS,Action-Adventure,Dead Unicorn,Dead Unicorn,,,,,,,2023-05-29,2023.0
Return,PC,Action-Adventure,Dead Unicorn,Dead Unicorn,,,,,,,2023-05-29,2023.0
Risk of Rain,PS4,Action-Adventure,Chucklefish,Hopoo Games,,,,,,,2017-04-26,2017.0
Rust,XOne,Action-Adventure,Facepunch Studios,Facepunch Studios,,,,,,,2020-12-01,2020.0
Rust,PS4,Action-Adventure,Facepunch Studios,Facepunch Studios,,,,,,,2020-12-01,2020.0
Rust,Linux,Action-Adventure,Facepunch Studios,Facepunch Studios,,,,,,,2018-02-08,2018.0
S.T.A.L.K.E.R. 2,XS,Action-Adventure,GSC Game World,GSC Game World,,,,,,,2021-12-01,2021.0
Saints Row IV: Re-Elected,NS,Action-Adventure,Koch Media,Volition,,,,,,,2020-03-27,2020.0
Sakuna: Of Rice and Ruin,NS,Action-Adventure,Xseed Games,Edelweiss,,,,,,,2020-11-10,2020.0
Salt and Sacrifice,PC,Action-Adventure,Ska Studios,Ska Studios,,,,,,,2022-05-10,2022.0
Salt and Sacrifice,PS4,Action-Adventure,Ska Studios,Ska Studios,,,,,,,2022-05-10,2022.0
Salt and Sacrifice,PS5,Action-Adventure,Ska Studios,Ska Studios,,,,,,,2022-05-10,2022.0
Samantha Swift and the Fountains of Fate,PC,Action-Adventure,Mumbo Jumbo,Mumbo Jumbo,,,,,,,2011-03-08,2011.0
Samurai Jack: Battle Through Time,NS,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21,2020.0
Samurai Jack: Battle Through Time,PC,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21,2020.0
Samurai Jack: Battle Through Time,PS4,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21,2020.0
Samurai Jack: Battle Through Time,XOne,Action-Adventure,Adult Swim,Soleil Software Studio Inc.,,,,,,,2020-08-21,2020.0
Sea of Thieves,XS,Action-Adventure,Xbox Game Studios,Rare Ltd.,,,,,,,2020-11-10,2020.0
Secret Neighbor,PC,Action-Adventure,TinyBuild Games,Dynamic Pixels,,,,,,,2019-10-24,2019.0
Secret Neighbor,XOne,Action-Adventure,TinyBuild Games,Dynamic Pixels,,,,,,,2019-10-24,2019.0
Senua's Saga: Hellblade 2,XS,Action-Adventure,Xbox Game Studios,Ninja Theory,,,,,,,2021-12-01,2021.0
Senua's Saga: Hellblade 2,PC,Action-Adventure,Xbox Game Studios,Ninja Theory,,,,,,,2021-12-01,2021.0
Shadow of the Tomb Raider,PC,Action-Adventure,Square Enix,Eidos Montreal,,,,,,,2018-09-14,2018.0
Shakedown: Hawaii,WiiU,Action-Adventure,Vblank Entertainment Inc.,Vblank Entertainment Inc.,,,,,,,2020-08-20,2020.0
Shakedown: Hawaii,Wii,Action-Adventure,Vblank Entertainment Inc.,Vblank Entertainment Inc.,,,,,,,2020-09-09,2020.0
Shenmue I & II,PC,Action-Adventure,Sega,Sega,5.5,,,,,,2018-08-21,2018.0
Shenmue III,PS4,Action-Adventure,Deep Silver,Ys Net,6.7,,,,,,2019-11-19,2019.0
Shenmue III,PC,Action-Adventure,Deep Silver,Ys Net,5.9,,,,,,2019-11-19,2019.0
Shinsekai: Into the Depths,NS,Action-Adventure,Capcom,Capcom,,,,,,,2020-03-26,2020.0
Sinister Assistant,WiiU,Action-Adventure,Ultra Dolphin Revolution,Ultra Dolphin Revolution,,,,,,,2019-02-14,2019.0
Skull & Bones,PS4,Action-Adventure,Ubisoft,Ubisoft Singapore,,,,,,,2020-12-01,2020.0
Skull & Bones,XOne,Action-Adventure,Ubisoft,Ubisoft Singapore,,,,,,,2020-12-01,2020.0
Skull & Bones,PC,Action-Adventure,Ubisoft,Ubisoft Singapore,,,,,,,2020-12-01,2020.0
Solar Ash,PS5,Action-Adventure,Annapurna Interactive,Heart Machine,,,,,,,2021-12-01,2021.0
Solar Ash,PC,Action-Adventure,Annapurna Interactive,Heart Machine,,,,,,,2021-12-01,2021.0
Solar Ash,PS4,Action-Adventure,Annapurna Interactive,Heart Machine,,,,,,,2021-12-01,2021.0
Spelunky 2,PS4,Action-Adventure,BlitWorks,"Mossmouth, LLC",,,,,,,2020-09-15,2020.0
Spelunky 2,PC,Action-Adventure,BlitWorks,"Mossmouth, LLC",,,,,,,2020-09-29,2020.0
Sphinx and the Cursed Mummy,Linux,Action-Adventure,THQ Nordic,Eurocom,,,,,,,2017-11-10,2017.0
Sphinx and the Cursed Mummy,PC,Action-Adventure,THQ Nordic,Eurocom,,,,,,,2017-11-10,2017.0
Sphinx and the Cursed Mummy,NS,Action-Adventure,THQ Nordic,Eurocom,,,,,,,2019-01-29,2019.0
Star Wars Jedi: Fallen Order,PS4,Action-Adventure,Electronic Arts,Respawn Entertainment,6.6,,,,,,2019-11-15,2019.0
Star Wars Jedi: Fallen Order,XOne,Action-Adventure,Electronic Arts,Respawn Entertainment,,,,,,,2019-11-15,2019.0
Star Wars Jedi: Fallen Order,PC,Action-Adventure,Electronic Arts,Respawn Entertainment,,,,,,,2019-11-15,2019.0
Starlink: Battle for Atlas,PC,Action-Adventure,Ubisoft,Ubisoft,,,,,,,2019-04-30,2019.0
State of Decay 2,PC,Action-Adventure,Microsoft Studios,Undead Labs,,,,,,,2018-05-22,2018.0
State of Decay 3,PC,Action-Adventure,Xbox Game Studios,Undead Labs,,,,,,,2020-12-01,2020.0
State of Decay 3,XS,Action-Adventure,Xbox Game Studios,Undead Labs,,,,,,,2020-12-01,2020.0
State of Decay: Year One Survival Edition,PC,Action-Adventure,Nordic Games,Undead Labs,,,,,,,2016-08-09,2016.0
Stray,PS4,Action-Adventure,Annapurna Interactive,Blue Twelve Studio,,,,,,,2021-12-01,2021.0
Stray,PC,Action-Adventure,Annapurna Interactive,Blue Twelve Studio,,,,,,,2022-07-19,2022.0
Stubbs the Zombie in Rebel Without a Pulse,PS5,Action-Adventure,Aspyr,Aspyr Media,,,,,,,2021-03-16,2021.0
Stubbs the Zombie in Rebel Without a Pulse,PS4,Action-Adventure,Aspyr,Aspyr Media,,,,,,,2021-03-16,2021.0
