title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,release_year
101 Dolphin Pets,DSiW,Simulation,Teyon Entertainment,Teyon Entertainment,,,,,,,2011-01-31,2011.0
101 Pony Pets 3D,3DS,Simulation,SelectSoft,Teyon Entertainment,,,,,,,2014-07-24,2014.0
101 Shark Pets,DSiW,Simulation,Teyon Entertainment,Teyon Entertainment,,,,,,,2010-07-05,2010.0
757 Jetliner,PC,Simulation,Just Flight,Just Flight,,,,,,,2011-11-18,2011.0
A Ressha de Ikou DS: Navigation Pack,DS,Simulation,ArtDink,ArtDink,,,,,,,2010-12-09,2010.0
A World of Keflings,XBL,Simulation,NinjaBee,NinjaBee,8.0,,,,,,2010-12-22,2010.0
A-Train 9,PC,Simulation,Degica,ArtDink,,,,,,,2014-05-23,2014.0
Ace Combat: Joint Assault,PSN,Simulation,Namco Bandai,Project ACES,6.9,,,,,,2010-09-07,2010.0
Aero Porter,3DS,Simulation,Level 5,VIVARIUM Inc.,7.2,,,,,,2012-11-29,2012.0
After Burner Climax,XBL,Simulation,Sega,Sega-AM2,,,,,,,2010-04-21,2010.0
After Burner Climax,PSN,Simulation,Sega,Sega-AM2,,,,,,,2010-04-22,2010.0
After Burner: Black Falcon,PSN,Simulation,Sega,Planet Moon Studios,7.4,,,,,,2010-03-11,2010.0
Air Combat Pack: Air Aces Pacific / Dogfighter,PC,Simulation,Unknown,Various,,,,,,,2011-07-22,2011.0
Air Conflicts: Pacific Carriers,X360,Simulation,bitComposer Games,Games Farm,,,,,,,2012-12-07,2012.0
Air Conflicts: Pacific Carriers,PS3,Simulation,Maximum Games,Games Farm,,,,,,,2013-08-06,2013.0
Air Conflicts: Pacific Carriers,PS4,Simulation,Kalypso,Games Farm,,,,,,,2015-11-03,2015.0
Airport Mania: First Flight,WW,Simulation,Unknown,Reflexive Entertainment,,,,,,,2010-11-29,2010.0
Airport Mania: First Flight,DSiW,Simulation,Unknown,Black Lantern Studios,,,,,,,2011-04-25,2011.0
Airport Mania: Non-Stop Flights,DSiW,Simulation,Unknown,Reflexive Entertainment,,,,,,,2011-01-24,2011.0
Aishite Iruka: Aisarete Iruka,DSiW,Simulation,Starfish,"Starfish-SD, Inc.",,,,,,,2010-07-21,2010.0
Akogare Girls Collection: Mister Donut DS,DS,Simulation,Creative Core,Open Sesame,,,,,,,2010-12-09,2010.0
Akogare Girls Collection: Ohanaya-San Monogatari,DS,Simulation,Columbia Music Entertainment,Columbia Music Entertainment,,,,,,,2011-06-30,2011.0
Animal Boyfriend,And,Simulation,Ambition,Ambition,,,,,,,2014-07-16,2014.0
Anne's Doll Studio,DS,Simulation,Gamebridge,Starfish,,,,,,,2014-06-26,2014.0
Anoko Doko Noko,PSN,Simulation,Success,Success,,,,,,,2010-08-11,2010.0
Apache: Air Assault,XBL,Simulation,Activision,Gaijin Entertainment,6.8,,,,,,2011-11-29,2011.0
AquaSpace,WW,Simulation,Nintendo,Paon Corporation,,,,,,,2010-07-19,2010.0
Arcobaleno! Portable,PSP,Simulation,Idea Factory,Idea Factory,,,,,,,2010-01-28,2010.0
Armored Core SL: Silent Line Portable,PSN,Simulation,From Software,From Software,5.8,,,,,,2010-02-04,2010.0
Armored Core: Last Raven Portable,PSN,Simulation,From Software,From Software,5.0,,,,,,2010-05-04,2010.0
Arrow of Laputa,DSiW,Simulation,ArtePiazza,ArtePiazza,,,,,,,2010-11-24,2010.0
Art of Ink,DSiW,Simulation,Sabarasa Entertainment,Sabarasa Inc,,,,,,,2011-04-11,2011.0
Artemis Spaceship Bridge Simulator,And,Simulation,"Incandescent Core, LLC","Incandescent Core, LLC",,,,,,,2012-12-12,2012.0
Atelier Deco la Dol: Lolita,DSiW,Simulation,Starfish,Starfish SD,,,,,,,2010-12-22,2010.0
Atelier Deco la Doll: Gothic,DSiW,Simulation,Starfish,Starfish SD,,,,,,,2010-04-28,2010.0
Atelier Deco la Doll: Princess,DSiW,Simulation,Starfish,Starfish SD,,,,,,,2011-04-27,2011.0
